source,target,step,type,amount,log_amount,is_fraud,balance_diff_orig,balance_diff_dest,orig_account_emptied,edge_id
C741848197,C1561396854,707,CASH_OUT,23965.07,10.084394359042669,0,0.0,23965.06999999995,0,21839
C1348199847,C1535473546,374,CASH_OUT,16195.49,9.692549831078196,0,0.0,16195.48999999999,0,21840
C609090383,C849511453,138,TRANSFER,746735.8,13.52346805932353,0,-36912.0,746735.8,1,21841
C1139926828,C1698433621,718,CASH_OUT,9749042.95,16.09267978175593,1,-9749042.95,9749042.95,1,21842
C610249280,C1009933145,300,TRANSFER,259118.13,12.465043196321822,0,-120.0,259118.13,1,21843
C982551468,C1378644910,184,CASH_OUT,60519.74,11.010741395190394,1,-60519.74,128359.18,1,21844
C303961657,C480188549,17,CASH_OUT,214770.11,12.277328135364582,0,0.0,214770.11,0,21845
C327722948,C701546927,20,TRANSFER,1355316.14,14.119546036570638,0,0.0,1355316.1400000001,0,21846
C1023990161,C1540125619,283,CASH_OUT,175594.7,12.075939472411804,0,-101.0,175594.68999999994,1,21847
C1275917370,C1884955553,306,CASH_OUT,98914.44,11.50202062271596,0,0.0,98914.43999999994,0,21848
C1714647251,C1833941748,159,CASH_OUT,503930.84,13.130196299812772,0,-40178.0,503930.83999999997,1,21849
C1620165128,C970612443,129,CASH_OUT,25737.43,10.155740484728879,0,-2923.0,-59710.62999999989,1,21850
C1662960326,C1308942064,94,CASH_OUT,118372.15,11.681597202066362,0,-23472.25,118372.1499999999,1,21851
C82459151,C227035676,39,CASH_OUT,142232.73,11.865226969348715,0,-12156.0,142232.73,1,21852
C1461684182,C782214183,48,TRANSFER,468504.23,13.057302543885392,0,0.0,468504.23,0,21853
C206194481,C1126506923,322,CASH_OUT,26380.13,10.180404260835317,0,-26380.129999999997,26380.12000000011,0,21854
C1948659125,C1964880085,355,CASH_OUT,188919.7,12.149082629275261,0,-40311.0,188919.7,1,21855
C1315011026,C815925604,36,CASH_OUT,206655.46,12.238813080036808,0,-20076.0,206655.44999999998,1,21856
C1242152047,C188105265,353,CASH_OUT,219176.47,12.297637045926763,0,-219176.46999999997,219176.47,0,21857
C1707545075,C700261838,193,TRANSFER,113273.1,11.63756582423783,1,-113273.1,0.0,1,21858
C2113830905,C1532225650,44,CASH_OUT,243786.17,12.404050869542015,0,0.0,243786.16999999993,0,21859
C1632717860,C67247632,185,CASH_OUT,49589.5,10.81155456211031,0,-49589.50000000001,49589.5,0,21860
C708644412,C675982341,250,TRANSFER,986094.33,13.801508312481197,0,-51288.0,986094.3400000003,1,21861
C1841365681,C786623365,403,CASH_OUT,31098.16,10.344936088156256,0,0.0,31098.16000000015,0,21862
C1763771824,C536091471,187,CASH_OUT,172885.67,12.060391572111664,0,0.0,172885.6799999997,0,21863
C1507276112,C1441560807,440,CASH_OUT,10000000.0,16.118095750958314,1,-10000000.0,10000000.0,1,21864
C2051823544,C1345011083,277,CASH_OUT,206043.53,12.235847589459965,0,0.0,206043.5399999998,0,21865
C1574795687,C240203693,20,CASH_OUT,98463.64,11.497452777938149,0,-63981.0,98463.64,1,21866
C176730120,C992713622,38,TRANSFER,967375.01,13.782342540634756,0,0.0,1191370.4500000007,0,21867
C410212779,C1506360349,714,CASH_OUT,225796.89,12.327395586101337,0,-225796.89,225796.89,0,21868
C2075226741,C969293735,349,CASH_OUT,3505.11,8.162262439775082,0,-3505.1100000000006,3505.11,0,21869
C284261761,C228941728,380,CASH_OUT,82652.03,11.322406763194246,0,0.0,82652.03000000003,0,21870
C750508907,C1059477588,36,CASH_OUT,182777.27,12.116029057850882,0,-161761.0,182777.27,1,21871
C1000118484,C1400005693,234,CASH_OUT,77882.81,11.262973379707088,0,0.0,77882.80000000005,0,21872
C879599533,C1613757312,354,CASH_OUT,244829.59,12.40832178096389,0,-24898.0,244829.58999999985,1,21873
C1095764279,C968987756,37,CASH_OUT,199733.37,12.20474361275724,0,0.0,199733.3700000001,0,21874
C2110782495,C131328673,34,CASH_OUT,134670.01,11.810590120230325,0,0.0,1784.6899999994785,0,21875
C2112016484,C2098217656,395,CASH_OUT,198964.22,12.20088531456255,0,0.0,198964.22000000067,0,21876
C180321844,C966290058,350,CASH_OUT,39176.64,10.575861454870662,0,-24849.0,39176.64,1,21877
C1988051489,C1160669124,398,CASH_OUT,16916.15,9.73608317925634,0,-16916.149999999994,16916.140000000014,0,21878
C1100472525,C129045471,20,CASH_OUT,183077.55,12.117670574701258,0,-183077.55,166053.19,0,21879
C380922885,C308562531,132,TRANSFER,374133.46,12.832370530501878,0,-30628.0,374133.46,1,21880
C1256441971,C197409324,383,CASH_OUT,113921.02,11.64326945823017,1,-113921.02,113921.02,1,21881
C1211421463,C184294001,15,CASH_OUT,247805.1,12.420401864500507,0,-5001.0,247805.1,1,21882
C787350525,C2123307770,161,CASH_OUT,95412.14,11.465971583800723,0,-95412.14,379367.16000000015,0,21883
C785478994,C906595641,158,CASH_OUT,185807.38,12.132471206605294,0,-147258.0,185807.38,1,21884
C2083093125,C1816345091,306,CASH_OUT,244374.33,12.406460560104486,0,-244374.33,244374.33999999997,0,21885
C1678234374,C1691376765,350,CASH_OUT,169083.71,12.038155110928649,0,-142235.0,169083.72000000003,1,21886
C124125501,C86758184,357,CASH_OUT,190762.49,12.158789667484896,0,0.0,190762.49,0,21887
C1438558711,C169356853,131,CASH_OUT,568044.62,13.249957011379466,0,0.0,568044.6099999999,0,21888
C481975140,C1340707077,15,CASH_OUT,409071.82,12.921648463186765,0,0.0,395560.95999999996,0,21889
C281134407,C1963424698,402,CASH_OUT,64279.82,11.071016576459566,0,-64279.82000000001,64279.80999999959,0,21890
C751171032,C575638324,14,CASH_OUT,336297.13,12.725753337201454,0,0.0,208099.93999999994,0,21891
C807538735,C1176091766,303,CASH_OUT,195407.05,12.182845215285724,0,-6026.0,195407.05000000028,1,21892
C1984474679,C2078996538,211,CASH_OUT,101570.04,11.528513734124997,0,-9959.0,101570.04,1,21893
C1455564278,C197200855,187,CASH_OUT,518373.68,13.158453580234772,0,0.0,518373.67999999993,0,21894
C1495405932,C1273194608,235,TRANSFER,620303.0,13.337964959433082,0,0.0,620302.9999999995,0,21895
C520361527,C1136019162,376,CASH_OUT,71455.34,11.176841912801425,0,0.0,71455.33999999997,0,21896
C751419982,C1216174282,369,CASH_OUT,157066.36,11.96443003690312,0,0.0,157066.36,0,21897
C66202730,C1896545607,9,CASH_OUT,142486.06,11.867006467550091,0,-11363.0,0.0,1,21898
C1382681653,C139745500,44,CASH_OUT,107103.59,11.581561112660356,0,-107103.59,107103.59,0,21899
C264339597,C168711450,36,CASH_OUT,46438.32,10.745901793155099,0,0.0,-162697.64,0,21900
C50820217,C1348693221,254,CASH_OUT,135117.04,11.813904045751844,0,0.0,135117.04,0,21901
C1631991028,C53432994,235,CASH_OUT,6583.16,8.792422043398206,0,-6583.16,6583.1600000000035,0,21902
C1952195162,C633966839,401,CASH_OUT,207388.69,12.242354862837992,0,0.0,207388.68999999948,0,21903
C579508261,C327581772,154,TRANSFER,766010.2,13.548952070025758,0,0.0,766010.1999999997,0,21904
C243786705,C1277946259,255,CASH_OUT,251709.08,12.436033227997324,0,0.0,251709.08000000007,0,21905
C1314073775,C1334888601,236,CASH_OUT,99021.83,11.503105708591843,0,-39848.0,99021.82999999999,1,21906
C2066201552,C147073685,135,CASH_OUT,275048.63,12.524706833092738,0,-275048.63,275048.63,0,21907
C1314592886,C185196393,16,TRANSFER,378143.92,12.843032787371383,0,-304432.0,378143.92000000004,1,21908
C1557375633,C953105642,260,CASH_OUT,32192.5,10.379519847801314,0,-32192.5,32192.5,0,21909
C2019622413,C1459681127,681,TRANSFER,419433.93,12.946663679628061,0,0.0,419433.93999999994,0,21910
C1797074854,C1021144795,225,CASH_OUT,421556.9,12.95171241353817,0,0.0,421556.8999999999,0,21911
C26330293,C938260145,202,CASH_OUT,279171.08,12.53958364487002,0,0.0,279171.0800000001,0,21912
C1889702150,C1625919006,186,CASH_OUT,8000.52,8.987386802614258,0,0.0,8000.5199999999895,0,21913
C1515649837,C1556905270,335,TRANSFER,1495203.8,14.217773745391211,1,-1495203.8,0.0,1,21914
C2123122453,C1829831147,12,TRANSFER,408724.08,12.92079803297422,0,-104663.0,789733.02,1,21915
C1889671577,C1106436650,274,CASH_OUT,100626.87,11.519184536053258,0,-100626.87,100626.87,0,21916
C486565471,C813959232,162,CASH_OUT,180607.66,12.104087870088929,0,-71989.0,180607.66,1,21917
C571954337,C1255247540,250,CASH_OUT,156138.37,11.958504284825613,0,0.0,156138.36999999994,0,21918
C1194448029,C1723037760,164,TRANSFER,511725.72,13.145546011526406,0,0.0,577518.99,0,21919
C1430375197,C726424548,252,CASH_OUT,37173.29,10.523372672289211,0,-37173.29,37173.29,0,21920
C1889832677,C1633454093,370,CASH_OUT,180437.85,12.103147218192335,0,0.0,180437.85000000056,0,21921
C884820180,C1423121828,204,CASH_OUT,404952.37,12.911527203657572,0,0.0,404952.3700000001,0,21922
C1920684948,C1202768883,134,CASH_OUT,469938.23,13.06035866745421,0,-4349.0,469938.23000000004,1,21923
C1854346451,C452508761,14,CASH_OUT,44685.71,10.707431420958422,0,-29701.0,-503.0,1,21924
C1680325741,C2000721131,213,CASH_OUT,168416.84,12.034203313421584,0,0.0,168416.83999999985,0,21925
C1944384216,C223655363,400,CASH_OUT,64718.52,11.07781813514121,0,-10385.0,64718.52,1,21926
C1620530278,C1806265930,331,CASH_OUT,69961.01,11.15570765942308,0,-946.0,69961.01,1,21927
C459576368,C1255382953,254,CASH_OUT,202232.32,12.217177359331833,0,-202232.32,202232.3200000003,0,21928
C260837580,C1657343316,361,TRANSFER,140807.76,11.855157936679841,1,-140807.76,0.0,1,21929
C661933713,C797232920,394,TRANSFER,2552141.96,14.7524439406866,0,-22583.0,2552141.96,1,21930
C1108821154,C2033982343,136,TRANSFER,739648.12,13.513931190567764,0,0.0,739648.1200000001,0,21931
C698938956,C2034446980,18,CASH_OUT,141931.07,11.863103841841356,0,-30139.0,141931.06,1,21932
C1029832790,C243325822,254,CASH_OUT,224046.85,12.31961492409594,0,-29873.0,224046.84999999776,1,21933
C1399675111,C1115097072,236,CASH_OUT,151724.61,11.929828971127677,0,0.0,151724.59999999963,0,21934
C954125821,C946971381,138,CASH_OUT,300116.63,12.611929776787221,0,-42049.0,-77700.06999999998,1,21935
C467686390,C1253529502,331,CASH_OUT,274290.36,12.52194617807015,0,0.0,274290.3600000001,0,21936
C70916841,C120254713,404,CASH_OUT,135667.3,11.81796821499619,0,-135667.30000000002,135667.30000000005,0,21937
C1083616046,C1937703988,393,CASH_OUT,339313.63,12.734683068027257,0,-87455.0,339313.63,1,21938
C1919135188,C1606106280,14,TRANSFER,475558.46,13.07224720046843,0,0.0,475558.45999999996,0,21939
C747670199,C1102881068,297,CASH_OUT,155033.37,11.951402113255758,0,-155033.37,155033.3700000001,0,21940
C226562273,C1309222877,38,CASH_OUT,21344.9,9.968614962744489,0,0.0,21344.9,0,21941
C1757671958,C1330931930,300,CASH_OUT,119194.75,11.688522378615339,0,-21463.0,119194.75,1,21942
C1594735160,C1117872654,592,CASH_OUT,264339.95,12.484995026161737,0,-1081.0,264339.94999999995,1,21943
C860796612,C1911237603,262,CASH_OUT,7925.11,8.977917652029046,0,-884.0,7925.109999999986,1,21944
C1632791719,C1443482305,38,CASH_OUT,204288.87,12.22729519563121,0,0.0,204288.87,0,21945
C472254335,C1637781410,400,CASH_OUT,170707.67,12.04771369835388,0,0.0,170707.66999999998,0,21946
C83915472,C1039601366,208,CASH_OUT,529554.65,13.17979353765121,0,0.0,529554.6399999999,0,21947
C1636414578,C484111754,399,CASH_OUT,105942.95,11.570665459659246,0,0.0,105942.95999999996,0,21948
C589515153,C1180067386,280,CASH_OUT,192642.19,12.16859500035087,0,-4513.0,192642.19,1,21949
C1791321372,C319459727,709,CASH_OUT,38568.49,10.5602168284029,0,-365.0,38568.48999999999,1,21950
C1935888715,C2134893079,303,CASH_OUT,266640.8,12.493661463633902,0,0.0,266640.80000000075,0,21951
C2045903188,C232788455,396,CASH_OUT,204220.91,12.22696247572469,0,0.0,204220.90999999992,0,21952
C1693458403,C511164301,18,CASH_OUT,73348.11,11.202985649891517,0,-21509.0,73348.11,1,21953
C1302542916,C1595534431,226,CASH_OUT,75182.91,11.227692524278675,0,0.0,75182.91000000003,0,21954
C331256261,C1546261236,306,TRANSFER,403383.72,12.90764602574817,0,0.0,403383.72000000067,0,21955
C314748669,C874823870,131,CASH_OUT,180503.54,12.103511208793329,0,0.0,180503.53999999992,0,21956
C1777420210,C1489485786,251,CASH_OUT,95614.55,11.468090742716058,0,0.0,95614.55000000005,0,21957
C674190226,C1705929636,7,CASH_OUT,320481.31,12.677582358811762,0,-27761.66,228714.72,1,21958
C1457276912,C1828686084,140,CASH_OUT,91293.43,11.421845057054984,0,0.0,91293.43000000005,0,21959
C1142161960,C1035275258,17,CASH_OUT,391017.62,12.876510459317013,0,0.0,391017.60999999987,0,21960
C1490216168,C1569079182,182,CASH_OUT,52818.61,10.874637802257034,0,-52818.609999999986,52818.609999999404,0,21961
C723094003,C2024005893,403,CASH_OUT,45852.36,10.733203757442332,0,0.0,45852.360000000335,0,21962
C631896881,C1635631463,182,TRANSFER,312617.03,12.652737372849414,0,-24913.0,312617.03,1,21963
C127711258,C978213802,37,CASH_OUT,177244.42,12.08529060485038,0,-177244.41999999998,295981.25,0,21964
C551173600,C70298235,281,CASH_OUT,28125.93,10.244482759374547,0,-897.0,28125.929999999935,1,21965
C1961413065,C284807941,490,CASH_OUT,3780.81,8.237958009987105,0,0.0,3780.810000000005,0,21966
C443755544,C999967504,137,TRANSFER,69556.33,11.14990658360272,0,-21001.0,69556.32999999999,1,21967
C568725154,C738547988,326,CASH_OUT,283388.84,12.554578755207933,0,0.0,283388.8400000003,0,21968
C1904098412,C442930147,162,CASH_OUT,50243.74,10.824661143825427,0,0.0,50243.73999999999,0,21969
C2102980068,C153516500,235,CASH_OUT,24258.52,10.096564396646903,0,0.0,24258.52000000002,0,21970
C40918870,C590468506,476,TRANSFER,685440.7,13.43781872695712,0,-10271.0,685440.7,1,21971
C1246853368,C1266221621,36,CASH_OUT,112824.16,11.633594642819611,0,-20688.0,121631.35,1,21972
C1279618041,C1197731444,325,CASH_OUT,46733.14,10.752230225821181,0,0.0,46733.14000000013,0,21973
C1805567187,C2102589599,41,CASH_OUT,313919.23,12.65689418802961,0,-10955.0,313919.23000000004,1,21974
C973583145,C1880104932,306,CASH_OUT,82831.72,11.324578431396738,0,0.0,82831.72,0,21975
C1305103842,C1946029645,15,CASH_OUT,118514.71,11.682800804609851,0,0.0,373368.45,0,21976
C951380471,C397455570,257,CASH_OUT,109347.55,11.602295765843243,0,-11724.87,109347.54999999981,1,21977
C1060461257,C1424008261,136,CASH_OUT,75544.76,11.23249384435234,0,-11258.0,75544.76,1,21978
C1477585149,C373677408,375,CASH_OUT,180754.78,12.104902117379716,0,-9101.0,180754.78,1,21979
C1047673257,C460581977,40,CASH_OUT,99004.42,11.502929875092887,0,-42411.86,99004.41999999998,1,21980
C768587317,C1358556321,209,CASH_OUT,124389.16,11.731178356480216,0,-23.0,124389.16,1,21981
C522310977,C11945612,194,TRANSFER,21741.36,9.987017710441235,1,-21741.36,0.0,1,21982
C420853712,C537033502,38,CASH_OUT,397603.38,12.893212769800458,0,0.0,397603.3799999999,0,21983
C415025438,C1400620106,423,CASH_OUT,183844.66,12.12185188025008,0,-2250.0,183844.65999999992,1,21984
C1858420739,C2120317801,351,CASH_OUT,125522.45,11.740247872688846,0,0.0,125522.45000000001,0,21985
C1452936065,C1091477477,42,CASH_OUT,116833.59,11.668514452793593,0,-116833.59000000003,116833.59000000008,0,21986
C1445248746,C1591277101,15,CASH_OUT,138393.64,11.837864593092046,0,-1093.0,138393.64,1,21987
C467937138,C1990346795,404,CASH_OUT,99505.35,11.50797674020581,0,0.0,99505.35,0,21988
C1337248440,C950960091,345,CASH_OUT,215313.81,12.279856468724727,0,0.0,215313.82,0,21989
C171776819,C1110623318,157,CASH_OUT,471861.76,13.064443459576156,0,-5053.0,586926.16,1,21990
C653431430,C937439278,594,CASH_OUT,80079.0,11.290781413989102,0,-80079.00000000001,80079.00000000001,0,21991
C938226676,C2112180079,256,CASH_OUT,229115.39,12.341985406694537,0,-5824.0,229115.39,1,21992
C195462124,C1518840126,161,CASH_OUT,360576.87,12.795463217929152,0,-156.0,360576.87,1,21993
C1398601322,C287719610,205,TRANSFER,602092.81,13.308168542715421,0,0.0,602092.81,0,21994
C948390458,C620425235,11,CASH_OUT,214765.92,12.27730862603266,0,0.0,214765.92000000004,0,21995
C1817779389,C1811083618,284,TRANSFER,441467.46,12.997861858195721,0,-14877.0,441467.45999999996,1,21996
C950432315,C1211322290,226,TRANSFER,13646.46,9.521308702711885,0,-13646.460000000006,13646.46,0,21997
C216449398,C2140333169,212,CASH_OUT,73060.64,11.199058747400922,0,0.0,73060.64000000001,0,21998
C1349067147,C1165642082,158,CASH_OUT,264519.97,12.485675808801382,0,0.0,264519.97,0,21999
C1842948002,C43345413,306,CASH_OUT,381867.07,12.852830461443824,0,-4036.0,381867.07000000007,1,22000
C1530492872,C1609601223,331,CASH_OUT,156249.31,11.95921455159668,0,0.0,156249.30999999493,0,22001
C542703956,C407849728,347,CASH_OUT,168274.75,12.033359281859028,0,0.0,168274.75,0,22002
C945397767,C853249103,189,TRANSFER,219823.61,12.300585280107109,0,-49747.0,219823.61,1,22003
C153546966,C1467627257,476,CASH_OUT,101625.21,11.529056753298295,0,-772.0,101625.20999999996,1,22004
C907029857,C412403420,378,CASH_OUT,164690.53,12.011829488006654,0,0.0,164690.53,0,22005
C2006520175,C781080958,380,CASH_OUT,108244.81,11.592159938418153,0,0.0,7517.489999999991,0,22006
C443129265,C1376479382,354,CASH_OUT,160288.41,11.984736272784653,0,0.0,160288.41000000015,0,22007
C1107095888,C1039046602,13,CASH_OUT,383574.01,12.857290473883927,0,-383574.01,383574.01,0,22008
C1034422141,C2045535766,323,CASH_OUT,308096.46,12.638171440474178,0,-238296.0,308096.46,1,22009
C752133978,C900055067,15,TRANSFER,636200.47,13.363270568888664,0,-712.0,756561.76,1,22010
C54382440,C58711561,397,TRANSFER,615278.47,13.329831866334127,0,0.0,615278.48,0,22011
C585542148,C1915883661,328,TRANSFER,59387.97,10.99186379787248,0,0.0,59387.96999999997,0,22012
C1507903536,C857884484,301,CASH_OUT,77054.07,11.252275640011087,0,-77054.05999999994,77054.06000000006,0,22013
C803402474,C163385927,398,TRANSFER,599731.39,13.304238818036598,0,0.0,599731.38,0,22014
C131591223,C716529872,180,CASH_OUT,93312.78,11.443723071535086,0,-5057.0,93312.78000000003,1,22015
C226091732,C35386242,346,CASH_OUT,82793.69,11.324119207882124,0,-47969.0,82793.7,1,22016
C162411975,C472708217,162,CASH_OUT,145337.68,11.886822021977189,0,0.0,145337.69000000006,0,22017
C1955455296,C1170840722,40,CASH_OUT,184954.77,12.127871994394942,0,0.0,184954.78000000003,0,22018
C246939575,C1715366511,208,CASH_OUT,134861.82,11.812013392643879,1,-134861.82,134861.82,1,22019
C587965216,C864217072,19,CASH_OUT,1410.8,7.252620764961372,0,0.0,1410.7999999999884,0,22020
C163823561,C1968226820,156,CASH_OUT,103328.12,11.54567451276838,0,-41477.0,103328.12,1,22021
C1254993732,C1619596392,279,CASH_OUT,32056.37,10.37528238911176,0,0.0,32056.369999999995,0,22022
C2146100671,C203066589,12,CASH_OUT,318418.17,12.671123938426412,0,-318418.17000000004,318418.17,0,22023
C1172707491,C1876906600,350,TRANSFER,1236303.73,14.027637431919917,0,-61434.0,1236303.73,1,22024
C1042772985,C1897992858,12,CASH_OUT,49832.13,10.816435302868886,0,-24743.0,403806.95,1,22025
C1130833350,C1452466780,275,CASH_OUT,73300.12,11.202331167430588,0,-41371.0,73300.12,1,22026
C732925107,C1863612228,357,TRANSFER,171542.98,12.052594955860895,0,-49571.0,171542.96999999997,1,22027
C297336804,C479200938,186,CASH_OUT,127329.85,11.754544096112623,0,-79895.0,127329.84999999999,1,22028
C1581226668,C448155494,237,CASH_OUT,56407.9,10.940382226455256,0,-21269.0,56407.90000000037,1,22029
C1805035082,C1336783404,18,CASH_OUT,115566.61,11.657611005648356,0,-19810.07,115566.62,1,22030
C329091592,C285170883,325,CASH_OUT,93303.86,11.44362747551095,0,-32939.0,93303.86,1,22031
C1019454618,C1120943452,400,CASH_OUT,130462.7,11.778850306131421,0,-71123.0,130462.71,1,22032
C1705841801,C1983517890,495,CASH_OUT,304592.82,12.626734430333896,0,-159037.0,304592.82000000007,1,22033
C408487406,C405565295,309,TRANSFER,47133.85,10.760767921476614,0,-24487.0,47133.85000000009,1,22034
C252215515,C870722399,136,CASH_OUT,3263443.15,14.99829368338255,1,-3263443.15,3263443.16,1,22035
C997739044,C1778764954,370,CASH_OUT,474294.96,13.069586794013668,0,-11047.0,28317.35,1,22036
C678401003,C1491672544,574,CASH_OUT,58863.89,10.983000096827972,1,-58863.89,58863.9,1,22037
C994233407,C1336233132,211,CASH_OUT,223186.41,12.315767101088333,0,0.0,223186.41000000003,0,22038
C1542879931,C291130830,255,CASH_OUT,35921.14,10.489109097478924,0,-35921.14,35921.14,0,22039
C1126139628,C1415899944,129,CASH_OUT,104153.85,11.55363401305568,0,-104153.85,104153.85,0,22040
C66046940,C1235086577,322,CASH_OUT,138653.04,11.83973718873698,0,-31922.0,138653.04,1,22041
C2129821640,C115891840,279,CASH_OUT,199157.61,12.201856821418648,0,-33166.0,199157.61,1,22042
C1117721907,C1660507242,399,TRANSFER,14524.92,9.583689918784845,0,0.0,14524.919999999925,0,22043
C1564729172,C1815418858,277,CASH_OUT,55849.36,10.930431250313635,0,-774.0,55849.359999999986,1,22044
C910918397,C148111056,322,CASH_OUT,470196.76,13.060908651146516,0,-20030.0,470196.75000000006,1,22045
C942809188,C671367753,402,TRANSFER,342759.63,12.744787610802138,0,-1298.0,342759.63999999966,1,22046
C1636312199,C1997496405,328,CASH_OUT,154469.21,11.947756541194652,0,0.0,154469.19999999995,0,22047
C835917570,C489250676,182,CASH_OUT,76921.53,11.250554090477461,0,0.0,126022.51999999999,0,22048
C231315052,C934403313,19,CASH_OUT,101350.91,11.526353997287178,0,-53252.0,101350.91,1,22049
C1888032144,C1591727513,715,CASH_OUT,163795.16,12.006378006902866,0,-41448.0,163795.16000000015,1,22050
C647734249,C1562696365,137,CASH_OUT,177677.75,12.087732423424248,0,0.0,177677.75,0,22051
C641795462,C257311961,254,CASH_OUT,92747.18,11.437643357635645,0,0.0,92747.1799999997,0,22052
C12838388,C1129766765,307,CASH_OUT,206546.56,12.238285979634826,0,0.0,206546.56000000006,0,22053
C2102631636,C326742172,325,CASH_OUT,162772.21,12.000113161269908,0,0.0,162772.20999999996,0,22054
C75871764,C1447799030,202,TRANSFER,290847.04,12.580556210447368,0,-5815.0,290847.04,1,22055
C1746999041,C1695279760,537,CASH_OUT,266546.68,12.493308418405112,1,-266546.68,266546.68,1,22056
C1646168972,C1470273924,597,TRANSFER,430187.59,12.971978972916386,0,0.0,430187.58999999985,0,22057
C1363782136,C280358985,352,CASH_OUT,30584.6,10.328284588943784,0,-238.0,30584.590000000026,1,22058
C1155763716,C522593182,38,TRANSFER,518534.9,13.158764542441945,0,0.0,518534.90000000014,0,22059
C1385912205,C1918638801,311,CASH_OUT,450451.64,13.018008222868273,0,-14668.74,450451.6499999999,1,22060
C1475193668,C1973218528,227,CASH_OUT,154673.88,11.94908064457862,0,0.0,154673.88000000012,0,22061
C825017223,C1131850396,212,CASH_OUT,277633.29,12.534060023041198,0,0.0,277633.2899999999,0,22062
C1660796146,C307667369,184,TRANSFER,677911.7,13.426773797570169,0,0.0,677911.71,0,22063
C1370974600,C818838019,39,TRANSFER,315479.21,12.661851233164045,0,0.0,606421.3699999996,0,22064
C1782487293,C51790125,305,CASH_OUT,391552.64,12.87787779652203,0,-11591.0,391552.63,1,22065
C713031944,C1004803944,332,CASH_OUT,143555.64,11.8744849401395,0,-5136.0,143555.64,1,22066
C1334901209,C1908237901,396,CASH_OUT,205403.68,12.232737361027151,0,-31840.0,205403.68,1,22067
C2117382216,C2127594854,159,CASH_OUT,106439.09,11.575337570638055,0,0.0,106439.09999999998,0,22068
C226700266,C1185364331,202,CASH_OUT,396520.81,12.89048632484942,0,-426.0,396520.8099999996,1,22069
C747090273,C1660054286,184,CASH_OUT,184724.22,12.126624702615674,0,0.0,184724.21999999997,0,22070
C1645503164,C220661112,621,TRANSFER,1077146.94,13.889827309750583,1,-1077146.94,0.0,1,22071
C1654990948,C1508398078,184,CASH_OUT,75803.36,11.235911089765182,0,0.0,75803.34999999986,0,22072
C568285041,C867659609,469,TRANSFER,245106.78,12.409453311158495,1,-245106.78,0.0,1,22073
C564361444,C232305283,380,CASH_OUT,353240.67,12.774907719235474,0,-177.0,353240.67,1,22074
C1917835339,C1381025645,234,CASH_OUT,241239.91,12.393551339734893,0,-10227.0,241239.91000000015,1,22075
C2138425898,C1251532587,312,CASH_OUT,256668.97,12.455546375208808,0,-58560.0,256668.9700000002,1,22076
C394488466,C575638324,9,TRANSFER,2539898.07,14.747634901984743,1,-2539898.07,261290.69,1,22077
C1543076655,C1936598190,309,TRANSFER,2063443.11,14.539887042758295,0,0.0,2063443.12,0,22078
C180026593,C608077218,179,CASH_OUT,317346.41,12.667752383365247,0,0.0,317346.41000000003,0,22079
C707782357,C420345669,322,CASH_OUT,272707.24,12.516157784732144,0,0.0,272707.2400000002,0,22080
C1524835928,C1963012070,188,CASH_OUT,166978.81,12.025628185886523,0,-20798.0,166978.8,1,22081
C2140023560,C1073161843,44,CASH_OUT,80769.24,11.2993638598322,0,-21522.2,80769.23999999976,1,22082
C37250718,C107845946,237,CASH_OUT,75421.74,11.230864100038406,0,-40858.0,75421.74,1,22083
C2097803293,C81105853,404,CASH_OUT,79436.73,11.282728723285604,0,-79436.73,79436.73000000001,0,22084
C703914424,C726696791,10,TRANSFER,1692312.4,14.341607026582638,0,0.0,1715828.57,0,22085
C1424844281,C75589405,356,CASH_OUT,59124.88,10.987424009404403,0,-59124.880000000005,59124.88,0,22086
C979127211,C209507819,376,CASH_OUT,116975.0,11.669724064533098,0,-1691.0,116975.0,1,22087
C18617746,C782381830,298,CASH_OUT,34003.27,10.43424138394805,0,0.0,34003.27000000002,0,22088
C138337753,C1808953648,202,TRANSFER,319922.24,12.6758363710013,0,-25270.0,319922.24,1,22089
C2091552885,C1025293805,348,CASH_OUT,67388.31,11.118241678979995,0,-287.0,67388.31,1,22090
C1574831946,C336384697,305,CASH_OUT,388341.24,12.869642291673129,0,0.0,388341.23999999836,0,22091
C1927844908,C170407057,229,CASH_OUT,132843.25,11.796932668354396,0,-6709.0,132843.25,1,22092
C410266636,C421325835,42,TRANSFER,392523.56,12.880354387495384,0,0.0,392523.56999999995,0,22093
C1792879691,C862839328,134,CASH_OUT,165081.24,12.014199052953037,0,-165081.24,636423.24,0,22094
C386193345,C1251635013,12,CASH_OUT,211745.61,12.263145602941048,0,-5412.0,211745.61000000002,1,22095
C1098151589,C350733278,206,CASH_OUT,199436.71,12.203257235981498,0,-179420.0,199436.70999999996,1,22096
C231808223,C490652373,451,CASH_OUT,106754.92,11.57830038622768,0,-11147.0,106754.90999999992,1,22097
C1008818577,C742995161,227,CASH_OUT,94552.38,11.456919821728981,0,-127.0,94552.37,1,22098
C331828505,C607394823,235,CASH_OUT,60531.05,11.010928255815958,0,-60531.05,60531.03999999998,0,22099
C495147692,C475558119,163,CASH_OUT,231241.06,12.351220319650071,0,0.0,231241.06000000006,0,22100
C1951703829,C213512814,137,CASH_OUT,256949.27,12.456637843207915,0,0.0,256949.27000000002,0,22101
